GENE	BF
S1PR1	-8.430
S1PR2	-9.992
S1PR3	-1.720
S1PR4	-4.985
S1PR5	-9.036
SAA4	-11.209
SAAL1	-5.284
SAC3D1	-4.050
SACM1L	8.921
SACS	2.006
SAE1	9.073
SAFB	4.944
SAFB2	-2.362
SAG	-9.235
SAGE1	-13.873
SALL1	-5.714
SALL2	1.155
SALL3	-8.210
SALL4	-6.268
SAMD1	-6.039
SAMD10	2.064
SAMD11	-3.841
SAMD12	-3.694
SAMD13	-16.598
SAMD14	-2.629
SAMD15	-3.620
SAMD3	-8.992
SAMD4A	-12.441
SAMD4B	7.062
SAMD5	-8.862
SAMD7	-10.144
SAMD8	-1.771
SAMD9	-6.275
SAMD9L	-13.013
SAMHD1	0.715
SAMM50	12.548
SAMSN1	-9.375
SAP130	-8.537
SAP18	6.447
SAP30	-10.406
SAP30BP	6.351
SAP30L	-11.015
SAPCD1	-4.307
SAPCD2	-0.671
SAR1A	-14.510
SAR1B	-9.799
SARDH	-5.273
SARM1	-12.797
SARNP	-4.151
SARS	3.953
SARS2	3.135
SART1	-1.519
SART3	3.790
SASH1	-7.563
SASH3	-9.093
SASS6	-6.201
SAT1	-10.059
SAT2	-8.871
SATB1	-11.931
SATB2	-10.898
SATL1	-6.784
SAV1	-28.622
SAYSD1	-6.140
SBDS	14.145
SBF1	-15.391
SBF2	-5.042
SBK1	4.543
SBK2	-7.807
SBNO1	-3.465
SBNO2	-12.795
SBSN	-6.081
SBSPON	-7.949
SC5D	-9.043
SCAF1	0.668
SCAF11	-3.030
SCAF4	-5.998
SCAF8	-8.632
SCAI	-3.250
SCAMP2	-7.270
SCAMP3	-7.879
SCAMP4	4.572
SCAMP5	-8.905
SCAND1	-4.004
SCAND3	-10.176
SCAP	19.932
SCAPER	-7.218
SCARA3	-6.538
SCARA5	-11.312
SCARB1	-1.399
SCARB2	-9.666
SCARF1	-5.046
SCARF2	-9.794
SCCPDH	-5.709
SCD	8.448
SCD5	-5.004
SCEL	-17.257
SCFD1	7.802
SCFD2	-13.401
SCG2	4.178
SCG3	-16.515
SCG5	-7.102
SCGB1A1	-2.652
SCGB1C1	6.053
SCGB1D1	-11.638
SCGB1D2	-9.710
SCGB1D4	-5.870
SCGB2A1	-5.295
SCGB2A2	0.779
SCGB2B2	-7.837
SCGB3A1	-5.220
SCGB3A2	-7.018
SCGN	-12.081
SCIMP	-8.419
SCIN	-0.692
SCLT1	-11.270
SCLY	-3.672
SCMH1	-7.502
SCML1	-8.886
SCML2	-9.848
SCML4	-4.230
SCN10A	-10.946
SCN11A	-7.441
SCN1A	-11.419
SCN1B	-6.882
SCN2A	-10.183
SCN2B	-3.508
SCN3A	-3.202
SCN3B	-9.280
SCN4A	-9.582
SCN4B	-6.429
SCN5A	-7.278
SCN7A	-8.671
SCN8A	-10.690
SCN9A	-8.215
SCNM1	-6.821
SCNN1A	-6.519
SCNN1B	-8.387
SCNN1D	-9.343
SCNN1G	-10.886
SCO1	-5.237
SCO2	-1.049
SCOC	-10.597
SCP2	-7.919
SCP2D1	-7.451
SCPEP1	-6.253
SCRG1	-2.215
SCRIB	4.256
SCRN1	-6.053
SCRN2	-9.947
SCRN3	-6.487
SCRT1	-7.758
SCRT2	-3.482
SCT	-6.820
SCTR	-10.322
SCUBE1	-9.768
SCUBE2	-6.194
SCXA	-5.003
SCYL1	5.296
SCYL2	-6.645
SCYL3	-5.441
SDAD1	13.006
SDC1	-6.130
SDC2	-12.722
SDC3	-11.737
SDC4	-5.143
SDCBP	-9.428
SDCBP2	-5.468
SDCCAG3	-0.925
SDCCAG8	-14.575
SDE2	14.242
SDF2	-2.844
SDF2L1	-8.642
SDF4	-6.452
SDHA	-4.659
SDHAF1	-8.390
SDHAF2	-2.731
SDHB	-4.902
SDHC	4.866
SDHD	-3.744
SDK1	-7.429
SDK2	-8.987
SDPR	-7.701
SDR16C5	-9.928
SDR39U1	-9.733
SDR42E1	-4.007
SDR9C7	-10.568
SDS	-17.457
SDSL	-8.036
SEC11A	-6.667
SEC11C	-8.068
SEC13	8.456
SEC14L1	-8.721
SEC14L2	-10.246
SEC14L3	-13.446
SEC14L4	-4.571
SEC14L5	-12.346
SEC14L6	-5.765
SEC16A	-2.073
SEC16B	-2.260
SEC22A	-11.288
SEC22C	0.506
SEC23A	-7.229
SEC23B	-3.077
SEC23IP	-1.728
SEC24A	-6.273
SEC24B	-15.623
SEC24C	-6.189
SEC24D	-10.704
SEC31A	-6.224
SEC31B	1.003
SEC61A1	4.857
SEC61A2	-10.760
SEC61B	-3.224
SEC61G	0.009
SEC62	1.462
SEC63	10.814
SECISBP2	-6.492
SECISBP2L	-15.074
SECTM1	-3.209
SEH1L	-0.218
SEL1L	-4.788
SEL1L2	-8.472
SEL1L3	-12.753
SELE	-4.396
SELENBP1	-8.579
SELK	-2.018
SELL	-7.047
SELM	-11.965
SELO	-0.119
SELP	-4.268
SELPLG	-11.428
SELRC1	-4.780
SELT	-5.803
SELV	-7.055
SEMA3A	-5.580
SEMA3C	-1.686
SEMA3D	-7.070
SEMA3E	-6.050
SEMA3F	-13.718
SEMA3G	7.608
SEMA4A	-3.771
SEMA4B	-3.671
SEMA4C	0.459
SEMA4D	-8.525
SEMA4F	-4.626
SEMA4G	-7.421
SEMA5A	-9.861
SEMA5B	-3.288
SEMA6A	-10.698
SEMA6B	1.475
SEMA6C	-6.842
SEMA6D	-15.792
SEMA7A	-6.576
SEMG1	-13.303
SEMG2	-7.336
SENP1	-5.119
SENP2	-0.965
SENP5	-10.634
SENP6	2.222
SENP7	0.418
SENP8	-9.549
SEP15	-8.797
SEPHS1	9.210
SEPHS2	0.327
SEPN1	-2.948
SEPP1	-8.212
SEPSECS	5.549
SEPT1	-9.154
SEPT10	-7.250
SEPT11	-7.870
SEPT12	-8.525
SEPT14	-3.989
SEPT2	-1.417
SEPT3	-9.048
SEPT4	-8.478
SEPT5	-9.796
SEPT6	-6.283
SEPT7	0.441
SEPT8	-10.192
SEPT9	-8.483
SEPW1	0.392
SERAC1	-6.642
SERBP1	0.061
SERF2	-4.105
SERGEF	-2.394
SERHL2	-7.100
SERINC1	-9.274
SERINC2	-4.969
SERINC3	-7.107
SERINC4	-10.372
SERINC5	-2.532
SERP1	-2.691
SERP2	-9.665
SERPINA1	-8.890
SERPINA10	-1.721
SERPINA11	-5.632
SERPINA12	-6.853
SERPINA3	-2.013
SERPINA4	-11.387
SERPINA5	-6.172
SERPINA6	-10.013
SERPINA7	-10.555
SERPINA9	-6.484
SERPINB1	-8.224
SERPINB10	-8.632
SERPINB12	-7.633
SERPINB13	-13.808
SERPINB2	-7.874
SERPINB3	-11.375
SERPINB4	-9.623
SERPINB5	-3.067
SERPINB6	-11.680
SERPINB7	-14.506
SERPINB8	-10.259
SERPINB9	-6.843
SERPINC1	-9.616
SERPIND1	-4.631
SERPINE1	-6.578
SERPINE2	-10.254
SERPINE3	-10.963
SERPINF1	-13.927
SERPINF2	-6.214
SERPING1	-7.947
SERPINH1	-8.615
SERPINI1	-8.627
SERPINI2	-5.984
SERTAD1	-8.849
SERTAD2	-15.115
SERTAD3	-2.118
SERTAD4	-12.375
SERTM1	-11.723
SESN1	-4.327
SESN2	-9.051
SESN3	-9.939
SESTD1	-7.303
SET	2.671
SETBP1	-11.069
SETD1A	1.105
SETD1B	-19.055
SETD2	9.564
SETD3	-7.115
SETD4	-1.561
SETD5	-4.346
SETD6	-3.394
SETD7	-2.659
SETD8	7.974
SETD9	-5.014
SETDB1	-4.641
SETDB2	-8.499
SETMAR	-5.058
SETX	-8.567
SEZ6	3.608
SEZ6L	-9.245
SEZ6L2	-6.374
SF1	10.351
SF3A1	2.444
SF3A2	14.942
SF3A3	9.792
SF3B1	10.009
SF3B2	1.951
SF3B3	17.563
SF3B4	16.264
SF3B5	11.649
SFI1	-12.334
SFMBT1	-16.755
SFMBT2	-5.709
SFN	2.896
SFPQ	-2.058
SFR1	-2.000
SFRP1	-9.233
SFRP2	-11.242
SFRP4	-7.433
SFRP5	-9.650
SFSWAP	2.429
SFT2D1	-8.648
SFT2D2	-5.643
SFTA2	-9.913
SFTA3	-12.399
SFTPA2	-1.121
SFTPB	-7.331
SFTPC	-1.055
SFTPD	-11.364
SFXN1	-9.217
SFXN2	-0.022
SFXN3	-1.047
SFXN4	-7.386
SFXN5	-6.234
SGCA	3.386
SGCB	-6.553
SGCD	-10.339
SGCE	-3.926
SGCG	-12.352
SGCZ	-14.293
SGIP1	-11.473
SGK1	-9.857
SGK2	-7.574
SGK223	-5.470
SGK3	-10.159
SGK494	3.419
SGMS1	-2.077
SGMS2	-2.437
SGOL1	4.174
SGOL2	9.464
SGPL1	-1.239
SGPP1	-9.356
SGPP2	-7.015
SGSH	-11.985
SGSM1	-5.506
SGSM2	1.960
SGSM3	-11.606
SGTA	-3.166
SGTB	-8.558
SH2B1	-3.074
SH2B3	2.534
SH2D1A	-11.936
SH2D1B	4.627
SH2D2A	-9.182
SH2D3A	-3.791
SH2D3C	-9.995
SH2D4A	0.388
SH2D4B	-1.955
SH2D5	-3.214
SH2D6	-10.448
SH2D7	-10.949
SH3BGR	-6.631
SH3BGRL	-7.356
SH3BGRL2	-4.005
SH3BGRL3	-5.020
SH3BP1	-5.579
SH3BP2	-4.019
SH3BP4	-9.789
SH3BP5	-13.264
SH3BP5L	-5.975
SH3D19	-9.981
SH3D21	-4.602
SH3GL1	-4.205
SH3GL2	-12.808
SH3GL3	-2.857
SH3GLB1	-13.359
SH3GLB2	-4.830
SH3KBP1	-11.673
SH3PXD2A	-6.685
SH3PXD2B	-0.965
SH3RF1	-5.271
SH3RF2	-4.459
SH3TC1	-11.397
SH3TC2	-5.651
SH3YL1	-3.417
SHANK1	-12.855
SHANK2	-5.780
SHANK3	-15.776
SHARPIN	-4.812
SHB	-5.718
SHBG	-0.435
SHC1	-5.705
SHC2	-10.287
SHC3	-8.017
SHC4	-10.748
SHCBP1	0.311
SHCBP1L	-10.595
SHD	-4.632
SHE	2.175
SHF	-8.953
SHFM1	3.696
SHH	-8.268
SHISA2	-7.090
SHISA3	-11.248
SHISA4	-7.806
SHISA5	-7.000
SHISA6	-9.304
SHISA7	-4.879
SHISA9	-6.880
SHKBP1	-3.403
SHMT1	-17.437
SHMT2	-5.200
SHOC2	14.460
SHOX2	-14.890
SHPK	-10.793
SHPRH	-11.317
SHQ1	9.036
SHROOM1	-11.470
SHROOM2	-8.461
SHROOM3	-7.555
SHROOM4	-7.262
SI	-13.797
SIAE	-11.600
SIAH1	-13.711
SIAH2	-7.945
SIAH3	-6.635
SIDT1	-11.433
SIDT2	-5.234
SIGIRR	-9.482
SIGLEC1	-5.019
SIGLEC10	-11.788
SIGLEC11	-9.408
SIGLEC12	-7.731
SIGLEC14	-15.038
SIGLEC15	-8.377
SIGLEC5	-8.216
SIGLEC6	6.871
SIGLEC7	-4.591
SIGLEC8	-3.400
SIGLEC9	-8.025
SIGLECL1	-13.582
SIGMAR1	0.570
SIK1	-10.050
SIK2	-4.886
SIK3	-1.536
SIKE1	-10.608
SIL1	-11.179
SIM1	-13.903
SIM2	-10.302
SIMC1	-0.206
SIN3A	5.977
SIN3B	-8.328
SIPA1	1.082
SIPA1L1	-9.649
SIPA1L2	-6.906
SIPA1L3	-6.583
SIRPA	4.885
SIRPB1	-8.451
SIRPB2	4.952
SIRPD	-11.119
SIRPG	-5.409
SIRT1	-7.229
SIRT2	-4.727
SIRT3	-0.770
SIRT4	-4.076
SIRT5	1.442
SIRT6	-3.746
SIRT7	-0.465
SIT1	-8.532
SIVA1	-5.834
SIX1	-11.518
SIX2	-6.764
SIX3	-0.968
SIX4	-8.320
SIX5	-9.525
SIX6	-11.260
SKA1	6.988
SKA2	11.279
SKA3	25.330
SKAP1	-2.950
SKAP2	-8.493
SKI	-7.925
SKIDA1	-16.849
SKIL	-15.853
SKIV2L	-5.300
SKIV2L2	-1.890
SKOR1	-1.996
SKOR2	-9.625
SKP1	16.151
SKP2	5.067
SLA	-9.349
SLA2	-14.011
SLAIN1	-5.557
SLAIN2	-2.214
SLAMF1	-11.163
SLAMF6	-2.845
SLAMF7	-9.140
SLAMF8	-6.957
SLAMF9	-9.172
SLBP	0.243
SLC10A1	-2.387
SLC10A2	-13.510
SLC10A3	-7.154
SLC10A4	-11.685
SLC10A5	-8.448
SLC10A6	4.434
SLC10A7	-7.565
SLC11A1	-6.012
SLC11A2	-5.438
SLC12A1	-9.537
SLC12A2	-0.589
SLC12A3	-0.280
SLC12A4	-4.796
SLC12A5	-7.801
SLC12A6	-10.546
SLC12A7	3.550
SLC12A8	-10.420
SLC12A9	-8.088
SLC13A1	-7.691
SLC13A2	-7.916
SLC13A3	-2.586
SLC13A4	-8.103
SLC13A5	-11.315
SLC14A1	-10.402
SLC14A2	-6.648
SLC15A1	-8.708
SLC15A2	-1.927
SLC15A3	-6.501
SLC15A4	-9.262
SLC15A5	-9.768
SLC16A1	-9.953
SLC16A10	-8.022
SLC16A11	-10.174
SLC16A12	1.776
SLC16A13	-8.101
SLC16A14	-10.673
SLC16A2	-10.396
SLC16A3	-4.462
SLC16A4	-12.344
SLC16A5	-8.981
SLC16A6	-10.396
SLC16A7	-5.146
SLC16A8	-9.146
SLC16A9	-10.736
SLC17A1	-13.784
SLC17A2	-10.525
SLC17A3	-13.746
SLC17A4	-0.950
SLC17A5	-5.513
SLC17A6	-9.456
SLC17A7	-5.930
SLC17A8	-9.191
SLC17A9	-6.341
SLC18A1	-11.934
SLC18A2	-6.828
SLC18A3	-10.181
SLC18B1	-10.306
SLC19A1	-3.051
SLC19A2	-8.042
SLC19A3	-14.426
SLC1A1	-9.404
SLC1A2	-4.129
SLC1A3	-4.872
SLC1A4	-16.636
SLC1A5	3.037
SLC1A6	-12.890
SLC1A7	-5.932
SLC20A1	-8.524
SLC20A2	-8.156
SLC22A1	-4.051
SLC22A10	-5.975
SLC22A11	-5.634
SLC22A12	-11.276
SLC22A13	-5.706
SLC22A14	-8.267
SLC22A15	-5.011
SLC22A16	-3.808
SLC22A17	-7.295
SLC22A18	-0.029
SLC22A18AS	-2.777
SLC22A2	-13.278
SLC22A23	-7.551
SLC22A24	-8.692
SLC22A25	-4.166
SLC22A3	-7.070
SLC22A31	-5.587
SLC22A4	-7.103
SLC22A5	-5.715
SLC22A6	-3.027
SLC22A7	-6.432
SLC22A8	-11.585
SLC22A9	-8.951
SLC23A1	-6.289
SLC23A2	-8.962
SLC23A3	-10.950
SLC24A1	-10.382
SLC24A2	-10.424
SLC24A3	-11.394
SLC24A4	-10.436
SLC24A5	-11.584
SLC25A1	-9.586
SLC25A10	-1.386
SLC25A11	-9.848
SLC25A12	-10.849
SLC25A13	-9.351
SLC25A14	-9.224
SLC25A15	-12.637
SLC25A16	-5.078
SLC25A17	-9.268
SLC25A18	-13.010
SLC25A19	-4.989
SLC25A2	-11.400
SLC25A20	-7.583
SLC25A21	-17.468
SLC25A22	-3.191
SLC25A23	-1.879
SLC25A24	-6.048
SLC25A25	-1.316
SLC25A26	-2.610
SLC25A27	0.812
SLC25A28	16.628
SLC25A29	-3.512
SLC25A3	3.312
SLC25A31	-12.123
SLC25A32	-11.934
SLC25A33	-3.440
SLC25A34	-9.685
SLC25A35	-12.680
SLC25A36	-8.866
SLC25A37	-9.345
SLC25A38	-2.177
SLC25A39	-1.605
SLC25A4	-13.591
SLC25A40	-6.375
SLC25A41	-5.001
SLC25A42	-5.519
SLC25A43	-2.643
SLC25A44	0.955
SLC25A45	-1.206
SLC25A46	-9.562
SLC25A47	-12.172
SLC25A48	1.710
SLC25A5	-6.613
SLC25A53	-2.703
SLC26A1	-6.702
SLC26A10	-0.481
SLC26A11	0.264
SLC26A2	-3.807
SLC26A3	-10.361
SLC26A4	-7.696
SLC26A5	-5.772
SLC26A6	-9.650
SLC26A7	-15.627
SLC26A8	-9.684
SLC26A9	-5.793
SLC27A1	-8.226
SLC27A2	-11.564
SLC27A3	-7.490
SLC27A4	-11.346
SLC27A5	-0.778
SLC27A6	-9.075
SLC28A1	-3.188
SLC28A2	-12.215
SLC28A3	-11.963
SLC29A1	-9.815
SLC29A2	-2.426
SLC29A3	-7.057
SLC29A4	4.573
SLC2A1	-2.899
SLC2A10	-3.893
SLC2A11	-15.053
SLC2A12	-8.201
SLC2A13	-4.490
SLC2A14	2.294
SLC2A2	-9.336
SLC2A4	-10.161
SLC2A4RG	-6.164
SLC2A5	-1.869
SLC2A6	-13.025
SLC2A7	-4.386
SLC2A8	-10.938
SLC2A9	-8.353
SLC30A1	-9.935
SLC30A10	-3.378
SLC30A2	-8.911
SLC30A3	-12.231
SLC30A4	-12.555
SLC30A5	-3.546
SLC30A6	-11.036
SLC30A7	-8.138
SLC30A8	-1.965
SLC30A9	-10.585
SLC31A1	-0.558
SLC31A2	-14.569
SLC32A1	-1.443
SLC33A1	-9.188
SLC34A1	-10.602
SLC34A2	-8.815
SLC34A3	-10.829
SLC35A1	-7.257
SLC35A2	-3.882
SLC35A3	-6.949
SLC35A4	-11.718
SLC35A5	-1.754
SLC35B1	22.705
SLC35B2	-6.327
SLC35B3	-9.014
SLC35B4	-2.451
SLC35C1	-8.935
SLC35C2	-4.578
SLC35D1	-2.695
SLC35D2	-13.102
SLC35D3	-0.765
SLC35E1	-2.414
SLC35E2B	-5.212
SLC35E3	0.599
SLC35E4	-10.700
SLC35F1	-7.944
SLC35F2	-4.881
SLC35F3	-11.573
SLC35F4	-11.752
SLC35F5	-1.604
SLC35F6	-6.109
SLC35G1	-6.786
SLC35G2	-10.848
SLC35G3	-10.547
SLC35G5	-2.025
SLC36A1	-2.269
SLC36A2	-6.324
SLC36A3	-7.953
SLC36A4	-2.903
SLC37A1	-12.085
SLC37A2	-8.625
SLC37A3	-3.585
SLC38A1	-9.976
SLC38A10	-4.038
SLC38A11	-5.918
SLC38A2	-3.818
SLC38A4	-9.787
SLC38A5	-8.055
SLC38A6	-14.552
SLC38A7	0.389
SLC38A8	-4.000
SLC38A9	-5.046
SLC39A1	-7.810
SLC39A10	-2.919
SLC39A11	-12.154
SLC39A12	-14.827
SLC39A13	0.593
SLC39A14	-1.247
SLC39A2	-13.709
SLC39A3	-7.000
SLC39A4	-4.559
SLC39A5	0.707
SLC39A6	-8.357
SLC39A7	5.952
SLC39A8	-7.270
SLC39A9	-7.507
SLC3A1	-6.781
SLC3A2	-2.374
SLC40A1	-13.909
SLC41A1	-9.580
SLC41A2	-3.861
SLC41A3	-7.400
SLC43A1	-1.769
SLC43A2	-8.873
SLC43A3	-5.310
SLC44A1	-9.321
SLC44A2	-7.805
SLC44A3	-3.607
SLC44A4	-5.209
SLC44A5	-7.002
SLC45A1	-2.271
SLC45A2	-6.252
SLC45A3	-12.410
SLC45A4	-12.005
SLC46A2	-4.812
SLC46A3	-9.713
SLC47A1	-12.790
SLC47A2	-6.261
SLC48A1	-11.051
SLC4A1	-5.355
SLC4A10	-11.903
SLC4A11	-9.528
SLC4A1AP	-0.475
SLC4A2	-7.046
SLC4A3	-4.940
SLC4A4	-4.569
SLC4A5	-6.565
SLC4A7	-1.164
SLC4A8	-7.792
SLC4A9	-0.843
SLC50A1	0.557
SLC51A	-14.554
SLC51B	-10.588
SLC52A1	-3.483
SLC52A2	-1.678
SLC52A3	-1.307
SLC5A1	-17.514
SLC5A10	-7.463
SLC5A11	-10.340
SLC5A12	-13.007
SLC5A2	-4.188
SLC5A3	-2.839
SLC5A4	-15.140
SLC5A5	-1.611
SLC5A6	-3.710
SLC5A7	-5.455
SLC5A8	-3.848
SLC5A9	-15.139
SLC6A1	-8.554
SLC6A11	-9.732
SLC6A12	2.000
SLC6A13	-2.213
SLC6A14	-11.036
SLC6A15	-6.493
SLC6A16	-5.332
SLC6A17	-7.146
SLC6A18	-8.263
SLC6A19	-12.106
SLC6A2	-8.268
SLC6A20	-7.991
SLC6A3	-3.235
SLC6A4	-4.175
SLC6A5	-6.211
SLC6A6	0.221
SLC6A7	-0.061
SLC6A8	0.637
SLC6A9	-6.098
SLC7A1	-10.723
SLC7A10	-6.440
SLC7A11	-6.039
SLC7A13	-13.222
SLC7A14	-1.227
SLC7A2	-13.878
SLC7A3	-3.762
SLC7A4	-5.294
SLC7A5	-1.861
SLC7A6	-10.215
SLC7A6OS	5.677
SLC7A7	-1.974
SLC7A8	-9.860
SLC7A9	-9.743
SLC8A1	-6.407
SLC8A2	-8.660
SLC8A3	-6.525
SLC8B1	-6.772
SLC9A1	-9.933
SLC9A2	-12.784
SLC9A3	-0.139
SLC9A3R1	-5.942
SLC9A3R2	-8.269
SLC9A4	-6.499
SLC9A5	-2.376
SLC9A6	-14.122
SLC9A7	-14.664
SLC9A8	-10.421
SLC9A9	-14.983
SLC9B2	3.020
SLC9C1	-9.696
SLC9C2	-5.269
SLCO1A2	-10.224
SLCO1B1	-13.297
SLCO1B3	-5.901
SLCO1B7	-13.032
SLCO1C1	-13.270
SLCO2A1	-12.558
SLCO2B1	1.964
SLCO3A1	-6.611
SLCO4A1	-3.678
SLCO4C1	-4.240
SLCO5A1	-10.991
SLCO6A1	-13.409
SLFN11	-9.069
SLFN12	-14.076
SLFN12L	-10.250
SLFN13	-9.844
SLFN14	-6.092
SLFN5	-10.902
SLFNL1	0.952
SLIRP	-5.613
SLIT1	-3.267
SLIT2	-5.681
SLIT3	-2.045
SLITRK1	-6.980
SLITRK2	-10.693
SLITRK3	-8.488
SLITRK4	-8.605
SLITRK5	1.802
SLITRK6	-11.322
SLK	4.510
SLMAP	-7.217
SLMO1	-6.723
SLMO2	17.289
SLN	-2.249
SLPI	-7.168
SLTM	-5.614
SLU7	8.312
SLURP1	-2.078
SLX4	-3.904
SLX4IP	-6.302
SMAD1	-9.349
SMAD2	-12.457
SMAD3	-9.206
SMAD4	1.807
SMAD6	-8.017
SMAD7	-8.146
SMAD9	-12.892
SMAGP	-7.791
SMAP1	-7.617
SMARCA1	-14.574
SMARCA2	-9.035
SMARCA4	-5.768
SMARCA5	8.786
SMARCAD1	-12.838
SMARCAL1	-8.680
SMARCB1	0.579
SMARCC1	-5.289
SMARCC2	-2.336
SMARCD1	-2.335
SMARCD2	-2.151
SMARCD3	-7.520
SMARCE1	-8.662
SMC1A	4.392
SMC1B	-13.998
SMC2	5.181
SMC3	6.135
SMC4	20.976
SMC5	6.433
SMC6	12.834
SMCHD1	-5.944
SMCO1	-8.385
SMCO2	-5.886
SMCO3	-15.584
SMCO4	1.777
SMCP	-18.112
SMCR8	-1.418
SMDT1	-11.462
SMEK1	-4.160
SMEK2	-5.433
SMG1	10.956
SMG5	1.036
SMG6	-1.033
SMG7	3.837
SMG8	-4.629
SMG9	-0.150
SMIM1	-4.278
SMIM11	-9.655
SMIM12	-6.600
SMIM13	-10.338
SMIM14	-9.637
SMIM15	-3.799
SMIM18	-7.570
SMIM19	-8.476
SMIM2	-11.855
SMIM20	-13.237
SMIM21	-6.608
SMIM3	-5.569
SMIM4	-6.736
SMIM5	-9.031
SMIM6	-5.670
SMIM7	-0.085
SMIM8	-8.496
SMIM9	-5.066
SMKR1	-1.405
SMLR1	-7.792
SMNDC1	17.032
SMO	-5.494
SMOC1	-7.482
SMOC2	-8.600
SMOX	-3.577
SMPD1	-4.481
SMPD2	-5.384
SMPD3	6.848
SMPD4	-4.326
SMPDL3A	-7.654
SMPDL3B	0.054
SMPX	-9.189
SMR3A	-5.908
SMR3B	-10.246
SMS	2.570
SMTN	-8.341
SMTNL1	-11.920
SMTNL2	-8.097
SMU1	8.603
SMUG1	-6.088
SMURF1	-7.426
SMURF2	-5.495
SMYD1	-8.761
SMYD2	-9.937
SMYD3	-4.322
SMYD4	-7.440
SMYD5	-6.573
SNAI1	-0.427
SNAI2	-9.297
SNAI3	-2.737
SNAP23	-4.772
SNAP25	-9.635
SNAP29	-6.818
SNAP47	-10.541
SNAP91	-9.782
SNAPC1	6.019
SNAPC2	-1.232
SNAPC3	6.730
SNAPC4	-2.688
SNAPC5	-2.811
SNAPIN	-0.711
SNCA	-14.369
SNCAIP	-7.277
SNCB	-6.495
SNCG	-4.672
SND1	-6.876
SNED1	-11.184
SNF8	0.854
SNIP1	5.013
SNN	-1.696
SNPH	-4.427
SNRK	-6.682
SNRNP200	15.770
SNRNP27	3.185
SNRNP35	1.350
SNRNP40	2.541
SNRNP48	6.411
SNRNP70	4.509
SNRPA	0.938
SNRPA1	13.559
SNRPB	15.910
SNRPB2	0.682
SNRPC	-11.069
SNRPD1	5.793
SNRPD2	6.904
SNRPD3	3.554
SNRPF	1.239
SNRPN	-10.876
SNTA1	-3.981
SNTB1	-9.331
SNTB2	-3.512
SNTG1	-10.730
SNTG2	-12.425
SNTN	-7.667
SNUPN	18.651
SNURF	-4.331
SNW1	26.396
SNX1	-10.095
SNX10	-9.487
SNX11	-5.436
SNX12	-10.993
SNX13	-8.515
SNX14	-3.671
SNX15	-5.841
SNX16	-10.523
SNX17	-2.624
SNX18	-10.091
SNX19	-4.404
SNX2	-2.168
SNX20	-10.201
SNX21	-8.457
SNX22	4.972
SNX24	-8.570
SNX25	-10.368
SNX27	-2.992
SNX29	-0.151
SNX3	-4.509
SNX30	-6.354
SNX31	-5.115
SNX32	-3.892
SNX33	-12.276
SNX4	-5.763
SNX5	-8.402
SNX6	-7.735
SNX7	-12.678
SNX8	-0.888
SNX9	-7.351
SOAT1	-12.496
SOAT2	0.324
SOBP	-6.980
SOCS1	-6.337
SOCS2	-1.428
SOCS3	-0.628
SOCS4	-2.665
SOCS5	-17.164
SOCS6	-13.482
SOCS7	-9.616
SOD1	5.796
SOD2	14.332
SOD3	-9.598
SOGA1	-9.107
SOGA2	-8.081
SOGA3	-11.095
SOHLH1	-6.320
SOHLH2	-7.306
SON	-5.618
SORBS1	-3.048
SORBS2	-8.192
SORBS3	-8.851
SORCS1	-4.538
SORCS2	-6.387
SORCS3	-8.800
SORD	-8.218
SORL1	-9.235
SORT1	-15.599
SOS1	-6.669
SOS2	-7.825
SOST	-10.984
SOSTDC1	-6.369
SOWAHA	-1.164
SOWAHB	-7.132
SOWAHC	-6.285
SOWAHD	-9.811
SOX1	-12.447
SOX10	-6.481
SOX11	-12.782
SOX12	-6.488
SOX13	-8.318
SOX14	-14.043
SOX15	-3.123
SOX17	-8.790
SOX18	-3.948
SOX2	-8.955
SOX21	-4.507
SOX3	-13.409
SOX30	-6.829
SOX4	-9.318
SOX5	-10.397
SOX6	-12.874
SOX7	-13.953
SOX8	-8.545
SOX9	-3.898
SP1	-0.095
SP100	-14.984
SP110	-8.775
SP140	-6.880
SP140L	-8.660
SP2	-6.048
SP3	-7.555
SP4	-11.887
SP5	-14.651
SP6	-6.128
SP7	-8.501
SP8	1.357
SP9	-7.339
SPA17	-1.167
SPACA1	-11.463
SPACA3	0.523
SPACA4	-4.220
SPACA7	-11.612
SPAG1	-7.412
SPAG16	-11.855
SPAG17	-10.519
SPAG4	-7.011
SPAG5	-3.109
SPAG6	-9.573
SPAG7	-5.697
SPAG8	-6.816
SPAG9	-4.578
SPAM1	-8.299
SPANXD	-3.965
SPANXN3	-11.027
SPANXN4	-8.923
SPARC	-10.937
SPARCL1	-12.137
SPAST	-11.991
SPATA12	-15.388
SPATA13	0.303
SPATA16	-8.654
SPATA17	-5.706
SPATA18	-13.951
SPATA19	-8.670
SPATA2	2.251
SPATA20	-4.744
SPATA21	-9.894
SPATA22	-8.274
SPATA24	-8.331
SPATA25	-9.817
SPATA2L	0.805
SPATA3	3.464
SPATA31A6	-10.342
SPATA31D1	-6.137
SPATA31E1	-7.102
SPATA32	-10.679
SPATA33	0.146
SPATA4	-10.111
SPATA5	10.183
SPATA5L1	8.039
SPATA6	-6.520
SPATA6L	-4.495
SPATA7	-4.282
SPATA8	-11.391
SPATA9	-10.832
SPATC1	-7.418
